mensagem,categoria,sinonimo,idioma,continente,pais,estado,cidade,latitude,longitude,impacto
"Alerta: inundation em Piton de la Fournaise, Indonésia.",enchente,inundation,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerta: inundation em Sydney, Austrália.",enchente,inundation,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: inundation em Brisbane, Austrália.",enchente,inundation,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: inundation em Suva, Fiji.",enchente,inundation,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,baixo
"Alerta: inundation em Wellington, Nova Zelândia.",enchente,inundation,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: inundation em Manado, Indonésia.",enchente,inundation,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,baixo
"Alert: flash flood in São Paulo, Brasil.",enchente,flash flood,en,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alert: flash flood in Recife, Brasil.",enchente,flash flood,en,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alert: flash flood in Barranquilla, Colômbia.",enchente,flash flood,en,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alert: flash flood in Buenos Aires, Argentina.",enchente,flash flood,en,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alert: flash flood in Santiago, Chile.",enchente,flash flood,en,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alert: flash flood in Los Angeles, Estados Unidos.",enchente,flash flood,en,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Alert: flash flood in Phoenix, Estados Unidos.",enchente,flash flood,en,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alert: flash flood in Monterrey, México.",enchente,flash flood,en,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alert: flash flood in Toronto, Canadá.",enchente,flash flood,en,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alert: flash flood in Houston, Estados Unidos.",enchente,flash flood,en,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alert: flash flood in Marselha, França.",enchente,flash flood,en,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,moderado
"Alert: flash flood in Nice, França.",enchente,flash flood,en,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alert: flash flood in Saint-Denis, Reunião.",enchente,flash flood,en,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alert: flash flood in La Palma (Cumbre Vieja), Espanha.",enchente,flash flood,en,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alert: flash flood in Londres, Reino Unido.",enchente,flash flood,en,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alert: flash flood in Ahmedabad, Índia.",enchente,flash flood,en,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,moderado
"Alert: flash flood in Tóquio, Japão.",enchente,flash flood,en,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,moderado
"Alert: flash flood in Jacarta, Indonésia.",enchente,flash flood,en,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,alto
"Alert: flash flood in Manila, Filipinas.",enchente,flash flood,en,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,baixo
"Alert: flash flood in Kathmandu, Nepal.",enchente,flash flood,en,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,alto
"Alert: flash flood in Lagos, Nigéria.",enchente,flash flood,en,África,Nigéria,Lagos,Lagos,6.52438,3.37921,alto
"Alert: flash flood in Niamey, Níger.",enchente,flash flood,en,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alert: flash flood in Nairobi, Quênia.",enchente,flash flood,en,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,moderado
"Alert: flash flood in Pretória, África do Sul.",enchente,flash flood,en,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alert: flash flood in Piton de la Fournaise, Indonésia.",enchente,flash flood,en,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alert: flash flood in Sydney, Austrália.",enchente,flash flood,en,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alert: flash flood in Brisbane, Austrália.",enchente,flash flood,en,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alert: flash flood in Suva, Fiji.",enchente,flash flood,en,Oceania,Fiji,Central,Suva,-18.1248,178.4501,alto
"Alert: flash flood in Wellington, Nova Zelândia.",enchente,flash flood,en,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alert: flash flood in Manado, Indonésia.",enchente,flash flood,en,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: inundación en São Paulo, Brasil.",enchente,inundación,es,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: inundación en Recife, Brasil.",enchente,inundación,es,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: inundación en Barranquilla, Colômbia.",enchente,inundación,es,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,baixo
"Alerta: inundación en Buenos Aires, Argentina.",enchente,inundación,es,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,catastrófico
"Alerta: inundación en Santiago, Chile.",enchente,inundación,es,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: inundación en Los Angeles, Estados Unidos.",enchente,inundación,es,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: inundación en Phoenix, Estados Unidos.",enchente,inundación,es,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,baixo
"Alerta: inundación en Monterrey, México.",enchente,inundación,es,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: inundación en Toronto, Canadá.",enchente,inundación,es,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerta: inundación en Houston, Estados Unidos.",enchente,inundación,es,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,moderado
"Alerta: inundación en Marselha, França.",enchente,inundación,es,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,catastrófico
"Alerta: inundación en Nice, França.",enchente,inundación,es,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: inundación en Saint-Denis, Reunião.",enchente,inundación,es,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerta: inundación en La Palma (Cumbre Vieja), Espanha.",enchente,inundación,es,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,alto
"Alerta: inundación en Londres, Reino Unido.",enchente,inundación,es,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerta: inundación en Ahmedabad, Índia.",enchente,inundación,es,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: inundación en Tóquio, Japão.",enchente,inundación,es,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerta: inundación en Jacarta, Indonésia.",enchente,inundación,es,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: inundación en Manila, Filipinas.",enchente,inundación,es,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alerta: inundación en Kathmandu, Nepal.",enchente,inundación,es,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerta: inundación en Lagos, Nigéria.",enchente,inundación,es,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: inundación en Niamey, Níger.",enchente,inundación,es,África,Níger,Niamey,Niamey,13.51253,2.11265,catastrófico
"Alerta: inundación en Nairobi, Quênia.",enchente,inundación,es,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,baixo
"Alerta: inundación en Pretória, África do Sul.",enchente,inundación,es,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,baixo
"Alerta: inundación en Piton de la Fournaise, Indonésia.",enchente,inundación,es,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: inundación en Sydney, Austrália.",enchente,inundación,es,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,catastrófico
"Alerta: inundación en Brisbane, Austrália.",enchente,inundación,es,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,moderado
"Alerta: inundación en Suva, Fiji.",enchente,inundación,es,Oceania,Fiji,Central,Suva,-18.1248,178.4501,moderado
"Alerta: inundación en Wellington, Nova Zelândia.",enchente,inundación,es,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: inundación en Manado, Indonésia.",enchente,inundación,es,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerta: corriente de agua em São Paulo, Brasil.",enchente,corriente de agua,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: corriente de agua em Recife, Brasil.",enchente,corriente de agua,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,alto
"Alerta: corriente de agua em Barranquilla, Colômbia.",enchente,corriente de agua,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: corriente de agua em Buenos Aires, Argentina.",enchente,corriente de agua,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,moderado
"Alerta: corriente de agua em Santiago, Chile.",enchente,corriente de agua,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: corriente de agua em Los Angeles, Estados Unidos.",enchente,corriente de agua,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: corriente de agua em Phoenix, Estados Unidos.",enchente,corriente de agua,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,moderado
"Alerta: corriente de agua em Monterrey, México.",enchente,corriente de agua,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,catastrófico
"Alerta: corriente de agua em Toronto, Canadá.",enchente,corriente de agua,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: corriente de agua em Houston, Estados Unidos.",enchente,corriente de agua,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,catastrófico
"Alerta: corriente de agua em Marselha, França.",enchente,corriente de agua,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: corriente de agua em Nice, França.",enchente,corriente de agua,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerta: corriente de agua em Saint-Denis, Reunião.",enchente,corriente de agua,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: corriente de agua em La Palma (Cumbre Vieja), Espanha.",enchente,corriente de agua,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: corriente de agua em Londres, Reino Unido.",enchente,corriente de agua,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerta: corriente de agua em Ahmedabad, Índia.",enchente,corriente de agua,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerta: corriente de agua em Tóquio, Japão.",enchente,corriente de agua,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: corriente de agua em Jacarta, Indonésia.",enchente,corriente de agua,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerta: corriente de agua em Manila, Filipinas.",enchente,corriente de agua,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: corriente de agua em Kathmandu, Nepal.",enchente,corriente de agua,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerta: corriente de agua em Lagos, Nigéria.",enchente,corriente de agua,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerta: corriente de agua em Niamey, Níger.",enchente,corriente de agua,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerta: corriente de agua em Nairobi, Quênia.",enchente,corriente de agua,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerta: corriente de agua em Pretória, África do Sul.",enchente,corriente de agua,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: corriente de agua em Piton de la Fournaise, Indonésia.",enchente,corriente de agua,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: corriente de agua em Sydney, Austrália.",enchente,corriente de agua,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerta: corriente de agua em Brisbane, Austrália.",enchente,corriente de agua,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerta: corriente de agua em Suva, Fiji.",enchente,corriente de agua,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: corriente de agua em Wellington, Nova Zelândia.",enchente,corriente de agua,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,moderado
"Alerta: corriente de agua em Manado, Indonésia.",enchente,corriente de agua,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,alto
"Alerta: riada em São Paulo, Brasil.",enchente,riada,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerta: riada em Recife, Brasil.",enchente,riada,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: riada em Barranquilla, Colômbia.",enchente,riada,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: riada em Buenos Aires, Argentina.",enchente,riada,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: riada em Santiago, Chile.",enchente,riada,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerta: riada em Los Angeles, Estados Unidos.",enchente,riada,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: riada em Phoenix, Estados Unidos.",enchente,riada,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerta: riada em Monterrey, México.",enchente,riada,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,baixo
"Alerta: riada em Toronto, Canadá.",enchente,riada,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,catastrófico
"Alerta: riada em Houston, Estados Unidos.",enchente,riada,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: riada em Marselha, França.",enchente,riada,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,alto
"Alerta: riada em Nice, França.",enchente,riada,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,baixo
"Alerta: riada em Saint-Denis, Reunião.",enchente,riada,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,moderado
"Alerta: riada em La Palma (Cumbre Vieja), Espanha.",enchente,riada,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,moderado
"Alerta: riada em Londres, Reino Unido.",enchente,riada,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,alto
"Alerta: riada em Ahmedabad, Índia.",enchente,riada,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,baixo
"Alerta: riada em Tóquio, Japão.",enchente,riada,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,alto
"Alerta: riada em Jacarta, Indonésia.",enchente,riada,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,catastrófico
"Alerta: riada em Manila, Filipinas.",enchente,riada,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,moderado
"Alerta: riada em Kathmandu, Nepal.",enchente,riada,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerta: riada em Lagos, Nigéria.",enchente,riada,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,baixo
"Alerta: riada em Niamey, Níger.",enchente,riada,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerta: riada em Nairobi, Quênia.",enchente,riada,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,alto
"Alerta: riada em Pretória, África do Sul.",enchente,riada,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,moderado
"Alerta: riada em Piton de la Fournaise, Indonésia.",enchente,riada,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: riada em Sydney, Austrália.",enchente,riada,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alerta: riada em Brisbane, Austrália.",enchente,riada,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,alto
"Alerta: riada em Suva, Fiji.",enchente,riada,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: riada em Wellington, Nova Zelândia.",enchente,riada,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,alto
"Alerta: riada em Manado, Indonésia.",enchente,riada,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,catastrófico
"Alerte : inondation à São Paulo, Brasil.",enchente,inondation,fr,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,catastrófico
"Alerte : inondation à Recife, Brasil.",enchente,inondation,fr,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,moderado
"Alerte : inondation à Barranquilla, Colômbia.",enchente,inondation,fr,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerte : inondation à Buenos Aires, Argentina.",enchente,inondation,fr,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,alto
"Alerte : inondation à Santiago, Chile.",enchente,inondation,fr,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,catastrófico
"Alerte : inondation à Los Angeles, Estados Unidos.",enchente,inondation,fr,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,baixo
"Alerte : inondation à Phoenix, Estados Unidos.",enchente,inondation,fr,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
"Alerte : inondation à Monterrey, México.",enchente,inondation,fr,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,moderado
"Alerte : inondation à Toronto, Canadá.",enchente,inondation,fr,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,alto
"Alerte : inondation à Houston, Estados Unidos.",enchente,inondation,fr,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerte : inondation à Marselha, França.",enchente,inondation,fr,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,catastrófico
"Alerte : inondation à Nice, França.",enchente,inondation,fr,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,catastrófico
"Alerte : inondation à Saint-Denis, Reunião.",enchente,inondation,fr,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,alto
"Alerte : inondation à La Palma (Cumbre Vieja), Espanha.",enchente,inondation,fr,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerte : inondation à Londres, Reino Unido.",enchente,inondation,fr,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,catastrófico
"Alerte : inondation à Ahmedabad, Índia.",enchente,inondation,fr,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,catastrófico
"Alerte : inondation à Tóquio, Japão.",enchente,inondation,fr,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,catastrófico
"Alerte : inondation à Jacarta, Indonésia.",enchente,inondation,fr,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,moderado
"Alerte : inondation à Manila, Filipinas.",enchente,inondation,fr,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,alto
"Alerte : inondation à Kathmandu, Nepal.",enchente,inondation,fr,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,moderado
"Alerte : inondation à Lagos, Nigéria.",enchente,inondation,fr,África,Nigéria,Lagos,Lagos,6.52438,3.37921,moderado
"Alerte : inondation à Niamey, Níger.",enchente,inondation,fr,África,Níger,Niamey,Niamey,13.51253,2.11265,moderado
"Alerte : inondation à Nairobi, Quênia.",enchente,inondation,fr,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,catastrófico
"Alerte : inondation à Pretória, África do Sul.",enchente,inondation,fr,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerte : inondation à Piton de la Fournaise, Indonésia.",enchente,inondation,fr,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,catastrófico
"Alerte : inondation à Sydney, Austrália.",enchente,inondation,fr,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,alto
"Alerte : inondation à Brisbane, Austrália.",enchente,inondation,fr,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,baixo
"Alerte : inondation à Suva, Fiji.",enchente,inondation,fr,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerte : inondation à Wellington, Nova Zelândia.",enchente,inondation,fr,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,catastrófico
"Alerte : inondation à Manado, Indonésia.",enchente,inondation,fr,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: crue em São Paulo, Brasil.",enchente,crue,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,moderado
"Alerta: crue em Recife, Brasil.",enchente,crue,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,baixo
"Alerta: crue em Barranquilla, Colômbia.",enchente,crue,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,moderado
"Alerta: crue em Buenos Aires, Argentina.",enchente,crue,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: crue em Santiago, Chile.",enchente,crue,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,alto
"Alerta: crue em Los Angeles, Estados Unidos.",enchente,crue,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,catastrófico
"Alerta: crue em Phoenix, Estados Unidos.",enchente,crue,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,alto
"Alerta: crue em Monterrey, México.",enchente,crue,pt,América do Norte,México,Nuevo León,Monterrey,25.68661,-100.31612,alto
"Alerta: crue em Toronto, Canadá.",enchente,crue,pt,América do Norte,Canadá,Ontário,Toronto,43.65107,-79.347015,moderado
"Alerta: crue em Houston, Estados Unidos.",enchente,crue,pt,América do Norte,Estados Unidos,Texas,Houston,29.76043,-95.3698,baixo
"Alerta: crue em Marselha, França.",enchente,crue,pt,Europa,França,Provence-Alpes-Côte d'Azur,Marselha,43.29648,5.36978,baixo
"Alerta: crue em Nice, França.",enchente,crue,pt,Europa,França,Provence-Alpes-Côte d'Azur,Nice,43.71017,7.26195,alto
"Alerta: crue em Saint-Denis, Reunião.",enchente,crue,pt,Europa,Reunião,Reunião,Saint-Denis,-20.87891,55.44813,catastrófico
"Alerta: crue em La Palma (Cumbre Vieja), Espanha.",enchente,crue,pt,Europa,Espanha,Ilhas Canárias,La Palma (Cumbre Vieja),28.57,-17.84,baixo
"Alerta: crue em Londres, Reino Unido.",enchente,crue,pt,Europa,Reino Unido,Inglaterra,Londres,51.50735,-0.127758,baixo
"Alerta: crue em Ahmedabad, Índia.",enchente,crue,pt,Ásia,Índia,Gujarat,Ahmedabad,23.02251,72.57136,alto
"Alerta: crue em Tóquio, Japão.",enchente,crue,pt,Ásia,Japão,Tóquio,Tóquio,35.68949,139.69171,moderado
"Alerta: crue em Jacarta, Indonésia.",enchente,crue,pt,Ásia,Indonésia,Oeste de Java,Jacarta,-6.20876,106.8456,baixo
"Alerta: crue em Manila, Filipinas.",enchente,crue,pt,Ásia,Filipinas,Luzon,Manila,14.59951,120.98422,catastrófico
"Alerta: crue em Kathmandu, Nepal.",enchente,crue,pt,Ásia,Nepal,Bagmati,Kathmandu,27.71725,85.32396,catastrófico
"Alerta: crue em Lagos, Nigéria.",enchente,crue,pt,África,Nigéria,Lagos,Lagos,6.52438,3.37921,catastrófico
"Alerta: crue em Niamey, Níger.",enchente,crue,pt,África,Níger,Niamey,Niamey,13.51253,2.11265,baixo
"Alerta: crue em Nairobi, Quênia.",enchente,crue,pt,África,Quênia,Nairobi,Nairobi,-1.29207,36.82193,baixo
"Alerta: crue em Pretória, África do Sul.",enchente,crue,pt,África,África do Sul,Gauteng,Pretória,-25.74787,28.22927,catastrófico
"Alerta: crue em Piton de la Fournaise, Indonésia.",enchente,crue,pt,África,Indonésia,Reunião,Piton de la Fournaise,-21.2448,55.70889,alto
"Alerta: crue em Sydney, Austrália.",enchente,crue,pt,Oceania,Austrália,Nova Gales do Sul,Sydney,-33.86882,151.2093,baixo
"Alerta: crue em Brisbane, Austrália.",enchente,crue,pt,Oceania,Austrália,Colúmbia Britânica,Brisbane,-27.46977,153.02513,catastrófico
"Alerta: crue em Suva, Fiji.",enchente,crue,pt,Oceania,Fiji,Central,Suva,-18.1248,178.4501,catastrófico
"Alerta: crue em Wellington, Nova Zelândia.",enchente,crue,pt,Oceania,Nova Zelândia,Wellington,Wellington,-41.28646,174.77623,baixo
"Alerta: crue em Manado, Indonésia.",enchente,crue,pt,Oceania,Indonésia,Sulawesi do Norte,Manado,1.4748,124.8428,moderado
"Alerta: dégringolade em São Paulo, Brasil.",enchente,dégringolade,pt,América do Sul,Brasil,São Paulo,São Paulo,-23.55052,-46.63331,alto
"Alerta: dégringolade em Recife, Brasil.",enchente,dégringolade,pt,América do Sul,Brasil,Pernambuco,Recife,-8.04756,-34.877,catastrófico
"Alerta: dégringolade em Barranquilla, Colômbia.",enchente,dégringolade,pt,América do Sul,Colômbia,Atlántico,Barranquilla,10.96854,-74.78132,alto
"Alerta: dégringolade em Buenos Aires, Argentina.",enchente,dégringolade,pt,América do Sul,Argentina,Buenos Aires,Buenos Aires,-34.60372,-58.38159,baixo
"Alerta: dégringolade em Santiago, Chile.",enchente,dégringolade,pt,América do Sul,Chile,Região Metropolitana,Santiago,-33.44889,-70.66927,baixo
"Alerta: dégringolade em Los Angeles, Estados Unidos.",enchente,dégringolade,pt,América do Norte,Estados Unidos,Califórnia,Los Angeles,34.05223,-118.24368,alto
"Alerta: dégringolade em Phoenix, Estados Unidos.",enchente,dégringolade,pt,América do Norte,Estados Unidos,Arizona,Phoenix,33.44838,-112.07404,catastrófico
